MRUN,n_oportunidades,n_supera,n_supera_con_empate,mejor_puntaje,mejor_margen,tiene_alternativa,estado3,n_preferencias,n_carreras_distintas,DEP_NOMBRE,CLEC_MAX,MATE1_MAX,ptje_obligatorias,decil,grupo_hipotesis
18424423,4,4,4,674.3,249.49999999999994,True,Con alternativa alcanzable,1,1,,663,660,661.5,8,Otro
18424726,2,2,2,707.3,304.09999999999997,True,Con alternativa alcanzable,1,1,SLEP,492,553,522.5,1,Publico
18426416,5,3,3,659.7,158.89999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,650,595,622.5,8,Otro
18426813,12,12,12,680.4,228.99999999999994,True,Con alternativa alcanzable,5,5,Municipal,500,579,539.5,99,Publico
18427227,2,2,2,718.2,271.75000000000006,True,Con alternativa alcanzable,5,4,Part. Subvencionado,878,767,822.5,1,Otro
18428186,100,29,29,468.8,105.90000000000003,True,Con alternativa alcanzable,19,19,SLEP,424,412,418.0,7,Publico
18428806,25,9,9,525.1,150.40000000000003,True,Con alternativa alcanzable,18,5,Corp. Municipal,492,421,456.5,2,Publico
18429053,22,13,13,505.9,124.19999999999999,True,Con alternativa alcanzable,12,8,Corp. Municipal,492,486,489.0,3,Publico
18429372,1,0,0,851.3,-60.0,False,"Con candidatos, sin alcanzar",20,1,Part. Subvencionado,725,923,824.0,99,Otro
18431213,22,21,21,660.4,250.29999999999995,True,Con alternativa alcanzable,6,6,Part. Subvencionado,415,503,459.0,99,Otro
18432027,3,3,3,673.35,193.59999999999997,True,Con alternativa alcanzable,3,2,Part. Subvencionado,621,771,696.0,99,Otro
18432071,8,6,6,595.2,133.99999999999994,True,Con alternativa alcanzable,5,4,Part. Subvencionado,500,516,508.0,8,Otro
18434007,1,0,0,517.9,-393.4,False,"Con candidatos, sin alcanzar",1,1,Municipal,479,412,445.5,10,Publico
18434725,12,11,11,713.6,359.0,True,Con alternativa alcanzable,20,2,Municipal,514,529,521.5,4,Publico
18435654,10,6,6,596.2,194.80000000000007,True,Con alternativa alcanzable,10,3,Part. Subvencionado,583,486,534.5,2,Otro
18436103,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,455,502,478.5,10,Part. Pagado
18436212,61,61,61,703.8,323.19999999999993,True,Con alternativa alcanzable,6,6,SLEP,674,699,686.5,7,Publico
18436444,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,631,621,626.0,99,Otro
18436564,1,0,0,904.4,-6.899999999999977,False,"Con candidatos, sin alcanzar",7,2,Part. Pagado,841,948,894.5,10,Part. Pagado
18441677,23,20,20,569.7,202.00000000000006,True,Con alternativa alcanzable,2,2,Part. Subvencionado,540,495,517.5,99,Otro
18441767,42,29,29,648.2,273.50000000000006,True,Con alternativa alcanzable,3,3,Corp. Adm. Delegada,540,486,513.0,1,Otro
18442072,21,9,9,634.5,259.8,True,Con alternativa alcanzable,2,2,Part. Subvencionado,440,432,436.0,1,Otro
18442356,0,0,0,,,False,Sin candidatos evaluables,3,3,SLEP,424,672,548.0,99,Publico
18442587,9,7,7,552.7,90.0,True,Con alternativa alcanzable,2,2,Municipal,477,699,588.0,3,Publico
18443398,3,3,3,686.45,226.95000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,674,780,727.0,3,Otro
18443418,16,15,15,601.0,205.8,True,Con alternativa alcanzable,1,1,Corp. Municipal,557,460,508.5,10,Publico
18444407,1,0,0,824.8,-86.5,False,"Con candidatos, sin alcanzar",16,3,Part. Pagado,770,842,806.0,10,Part. Pagado
18444713,33,21,21,578.8,215.89999999999998,True,Con alternativa alcanzable,9,6,Part. Subvencionado,597,587,592.0,7,Otro
18445185,24,10,10,564.0,189.3,True,Con alternativa alcanzable,3,2,Municipal,567,474,520.5,6,Publico
18447541,24,9,9,543.4,103.19999999999999,True,Con alternativa alcanzable,2,2,,555,609,582.0,4,Otro
18448645,79,63,63,659.7,292.00000000000006,True,Con alternativa alcanzable,20,11,SLEP,511,579,545.0,3,Publico
18449655,3,0,0,408.35,-30.149999999999977,False,"Con candidatos, sin alcanzar",4,3,Corp. Adm. Delegada,440,421,430.5,7,Otro
18451718,1,0,0,799.8,-111.5,False,"Con candidatos, sin alcanzar",14,4,Municipal,690,842,766.0,7,Publico
18451722,20,15,15,610.2,247.30000000000007,True,Con alternativa alcanzable,9,9,Municipal,555,502,528.5,1,Publico
18452419,90,71,71,616.9,242.2,True,Con alternativa alcanzable,5,5,Municipal,484,539,511.5,99,Publico
18452582,19,16,16,742.7,379.80000000000007,True,Con alternativa alcanzable,14,5,Part. Subvencionado,597,529,563.0,2,Otro
18452792,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,619,842,730.5,1,Otro
18454480,23,16,16,490.9,115.60000000000002,True,Con alternativa alcanzable,3,2,SLEP,500,508,504.0,99,Publico
18455966,9,7,7,827.4,464.5,True,Con alternativa alcanzable,3,2,Part. Subvencionado,607,645,626.0,3,Otro
18457000,28,28,28,641.8,252.69999999999993,True,Con alternativa alcanzable,1,1,Part. Subvencionado,674,595,634.5,99,Otro
18457874,1,0,0,732.7,-178.5999999999999,False,"Con candidatos, sin alcanzar",2,1,Part. Pagado,694,700,697.0,4,Part. Pagado
18461340,0,0,0,,,False,Sin candidatos evaluables,4,4,Part. Subvencionado,699,842,770.5,99,Otro
18461980,21,7,7,496.9,122.19999999999999,True,Con alternativa alcanzable,3,2,Part. Subvencionado,415,557,486.0,99,Otro
18462689,2,2,2,583.3,154.89999999999998,True,Con alternativa alcanzable,3,3,Part. Subvencionado,511,587,549.0,8,Otro
18464580,76,55,55,583.6,208.90000000000003,True,Con alternativa alcanzable,9,6,Corp. Municipal,477,486,481.5,2,Publico
18465381,9,8,8,657.3,140.90000000000003,True,Con alternativa alcanzable,5,5,Part. Subvencionado,492,539,515.5,6,Otro
18467213,60,54,54,598.7,231.00000000000006,True,Con alternativa alcanzable,9,9,Part. Subvencionado,479,631,555.0,99,Otro
18467819,4,4,4,788.95,318.95000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,710,738,724.0,99,Otro
18468286,10,6,6,546.3,143.09999999999997,True,Con alternativa alcanzable,8,6,Part. Subvencionado,511,539,525.0,3,Otro
18468373,4,4,4,570.9,133.09999999999997,True,Con alternativa alcanzable,1,1,SLEP,555,460,507.5,2,Publico
18468450,30,15,15,487.6,68.90000000000003,True,Con alternativa alcanzable,7,4,Part. Subvencionado,540,474,507.0,7,Otro
18469448,19,19,19,716.6,346.8,True,Con alternativa alcanzable,2,1,Part. Subvencionado,740,609,674.5,1,Otro
18469927,1,0,0,630.4,-280.9,False,"Con candidatos, sin alcanzar",8,3,Part. Subvencionado,682,595,638.5,5,Otro
18470091,40,23,23,537.6,139.2,True,Con alternativa alcanzable,2,2,Part. Subvencionado,607,474,540.5,4,Otro
18470666,1,0,0,860.2,-51.09999999999991,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,756,923,839.5,9,Otro
18471381,18,18,18,849.3,469.19999999999993,True,Con alternativa alcanzable,1,1,Part. Pagado,650,601,625.5,99,Part. Pagado
18473833,11,9,9,670.1,266.90000000000003,True,Con alternativa alcanzable,3,3,Municipal,410,432,421.0,99,Publico
18474811,1,0,0,697.8,-213.5,False,"Con candidatos, sin alcanzar",16,3,SLEP,740,596,668.0,7,Publico
18477853,27,14,14,469.2,75.0,True,Con alternativa alcanzable,9,5,Part. Subvencionado,467,609,538.0,99,Otro
18477900,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,567,567,567.0,99,Otro
18477938,55,34,34,624.4,249.7,True,Con alternativa alcanzable,20,6,Part. Subvencionado,397,403,400.0,4,Otro
18481150,4,4,4,623.3,185.49999999999994,True,Con alternativa alcanzable,2,1,Municipal,410,508,459.0,7,Publico
18481436,33,29,29,700.4,337.5,True,Con alternativa alcanzable,4,4,Municipal,619,495,557.0,7,Publico
18483535,3,2,2,560.65,37.39999999999998,True,Con alternativa alcanzable,6,6,SLEP,663,526,594.5,1,Publico
18485946,1,0,0,796.6,-114.69999999999993,False,"Con candidatos, sin alcanzar",20,4,Part. Subvencionado,619,900,759.5,1,Otro
18486009,79,63,63,628.4,217.49999999999994,True,Con alternativa alcanzable,20,14,,740,645,692.5,1,Otro
18486287,26,18,18,724.0,349.3,True,Con alternativa alcanzable,4,4,Part. Subvencionado,577,474,525.5,7,Otro
18486644,1,0,0,654.1,-257.19999999999993,False,"Con candidatos, sin alcanzar",20,1,Corp. Municipal,576,595,585.5,1,Publico
18486727,11,10,10,568.6,193.0,True,Con alternativa alcanzable,9,9,Part. Subvencionado,650,502,576.0,3,Otro
18486840,79,52,53,559.0,122.40000000000003,True,Con alternativa alcanzable,5,5,Part. Subvencionado,576,645,610.5,4,Otro
18488608,7,5,5,619.9,166.89999999999998,True,Con alternativa alcanzable,4,4,SLEP,647,518,582.5,6,Publico
18489978,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,607,672,639.5,99,Otro
18491268,8,6,6,699.5,336.6,True,Con alternativa alcanzable,6,2,Corp. Municipal,652,579,615.5,4,Publico
18492311,18,17,17,710.6,300.5,True,Con alternativa alcanzable,2,1,Part. Subvencionado,477,421,449.0,99,Otro
18494739,47,34,34,634.5,259.8,True,Con alternativa alcanzable,4,4,Municipal,576,432,504.0,99,Publico
18495887,5,4,4,718.0,222.25,True,Con alternativa alcanzable,3,2,Part. Subvencionado,710,672,691.0,1,Otro
18495971,21,21,21,676.1,294.40000000000003,True,Con alternativa alcanzable,2,2,Part. Subvencionado,650,601,625.5,8,Otro
18496062,7,5,5,574.0,137.7,True,Con alternativa alcanzable,7,3,Part. Subvencionado,617,476,546.5,99,Otro
18498723,4,3,3,540.45,69.20000000000005,True,Con alternativa alcanzable,1,1,SLEP,555,508,531.5,6,Publico
18499165,5,2,2,464.1,68.70000000000005,True,Con alternativa alcanzable,9,6,Corp. Adm. Delegada,634,539,586.5,6,Otro
18500180,2,2,2,616.2,213.00000000000006,True,Con alternativa alcanzable,6,3,Municipal,486,542,514.0,99,Publico
18500793,30,30,30,705.6,324.79999999999995,True,Con alternativa alcanzable,7,7,Part. Subvencionado,682,738,710.0,99,Otro
18502011,28,28,28,584.15,187.79999999999995,True,Con alternativa alcanzable,1,1,Part. Subvencionado,619,579,599.0,99,Otro
18502242,1,0,0,820.3,-91.0,False,"Con candidatos, sin alcanzar",9,1,Part. Subvencionado,808,861,834.5,99,Otro
18503354,37,33,33,582.1,174.00000000000006,True,Con alternativa alcanzable,6,3,Part. Subvencionado,525,699,612.0,99,Otro
18504740,1,0,0,646.2,-265.0999999999999,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,699,579,639.0,4,Otro
18505043,26,22,22,610.7,227.19999999999993,True,Con alternativa alcanzable,6,6,SLEP,471,553,512.0,3,Publico
18505931,1,0,0,817.6,-93.69999999999993,False,"Con candidatos, sin alcanzar",20,1,Part. Subvencionado,808,793,800.5,7,Otro
18506532,13,8,8,525.8,81.19999999999993,True,Con alternativa alcanzable,3,3,Part. Subvencionado,502,557,529.5,99,Otro
18506616,2,2,2,684.6,281.40000000000003,True,Con alternativa alcanzable,2,2,Municipal,486,596,541.0,99,Publico
18508061,1,0,0,905.0,-6.2999999999999545,False,"Con candidatos, sin alcanzar",8,1,Part. Pagado,860,1000,930.0,99,Part. Pagado
18508313,43,42,42,793.9,419.2,True,Con alternativa alcanzable,12,6,Part. Subvencionado,715,647,681.0,1,Otro
18508957,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,682,767,724.5,6,Part. Pagado
18509161,1,0,0,835.0,-76.29999999999995,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,840,779,809.5,8,Otro
18509238,4,0,0,500.1,-17.100000000000023,False,"Con candidatos, sin alcanzar",2,2,Part. Subvencionado,555,557,556.0,10,Otro
18511598,26,21,21,548.8,170.69999999999993,True,Con alternativa alcanzable,6,5,SLEP,567,567,567.0,8,Publico
18512020,11,11,11,591.15,191.75,True,Con alternativa alcanzable,4,4,Part. Subvencionado,555,553,554.0,8,Otro
18512476,12,11,11,650.65,193.90000000000003,True,Con alternativa alcanzable,5,5,Municipal,494,476,485.0,99,Publico
18512932,11,8,8,657.7,303.1,True,Con alternativa alcanzable,1,1,Part. Subvencionado,502,462,482.0,99,Otro
18514554,12,12,12,614.2,165.85000000000002,True,Con alternativa alcanzable,5,5,Part. Pagado,699,618,658.5,9,Part. Pagado
18515594,11,11,11,761.7,364.30000000000007,True,Con alternativa alcanzable,4,4,Part. Subvencionado,590,723,656.5,2,Otro
18516288,32,32,32,672.1,299.8,True,Con alternativa alcanzable,5,4,Part. Subvencionado,674,682,678.0,4,Otro
18517231,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,467,516,491.5,7,Otro
18517527,1,0,0,700.6,-210.69999999999993,False,"Con candidatos, sin alcanzar",13,2,Part. Pagado,808,618,713.0,10,Part. Pagado
18520028,1,0,0,910.6,-0.6999999999999318,False,"Con candidatos, sin alcanzar",1,1,Part. Pagado,823,1000,911.5,99,Part. Pagado
18522057,1,0,0,848.8,-62.5,False,"Con candidatos, sin alcanzar",20,6,Part. Pagado,794,938,866.0,10,Part. Pagado
18522226,8,5,5,593.0,137.00000000000006,True,Con alternativa alcanzable,3,3,Municipal,424,539,481.5,99,Publico
18522227,21,19,19,624.0,242.3,True,Con alternativa alcanzable,3,2,Municipal,511,567,539.0,5,Publico
18522637,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,0,0,0.0,3,Otro
18524004,29,24,24,577.7,142.60000000000002,True,Con alternativa alcanzable,5,5,Municipal,455,508,481.5,7,Publico
18524914,99,58,58,562.0,187.3,True,Con alternativa alcanzable,19,10,Corp. Municipal,484,365,424.5,99,Publico
18525677,29,14,14,591.5,228.60000000000002,True,Con alternativa alcanzable,3,2,Part. Subvencionado,557,462,509.5,99,Otro
18526345,3,3,3,747.3,335.29999999999995,True,Con alternativa alcanzable,1,1,Part. Subvencionado,710,861,785.5,99,Otro
18528954,1,0,0,750.5,-160.79999999999995,False,"Con candidatos, sin alcanzar",4,3,Part. Subvencionado,756,723,739.5,4,Otro
18529802,4,4,4,625.35,161.85000000000002,True,Con alternativa alcanzable,1,1,Part. Subvencionado,597,690,643.5,4,Otro
18532479,1,0,0,843.9,-67.39999999999998,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,746,890,818.0,1,Otro
18533770,2,2,2,744.1,294.20000000000005,True,Con alternativa alcanzable,7,7,Corp. Municipal,690,824,757.0,5,Publico
18533852,71,64,64,588.5,233.89999999999998,True,Con alternativa alcanzable,13,7,Part. Subvencionado,492,495,493.5,8,Otro
18535413,1,1,1,594.2,13.400000000000091,True,Con alternativa alcanzable,3,3,Part. Subvencionado,500,508,504.0,1,Otro
18536495,21,8,8,466.6,68.79999999999995,True,Con alternativa alcanzable,2,2,Part. Subvencionado,477,486,481.5,8,Otro
18537289,23,20,21,586.5,218.8,True,Con alternativa alcanzable,5,3,Part. Subvencionado,590,539,564.5,4,Otro
18537368,19,19,19,814.4,446.7,True,Con alternativa alcanzable,3,1,Municipal,694,767,730.5,9,Publico
18538927,0,0,0,,,False,Sin candidatos evaluables,2,1,SLEP,699,609,654.0,7,Publico
18538967,5,3,3,501.8,34.80000000000001,True,Con alternativa alcanzable,1,1,Part. Subvencionado,511,474,492.5,1,Otro
18539268,20,11,11,519.7,86.80000000000001,True,Con alternativa alcanzable,2,2,Part. Subvencionado,583,508,545.5,2,Otro
18539758,1,0,0,875.1,-36.19999999999993,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,808,900,854.0,5,Otro
18539841,3,2,2,601.0,81.5,True,Con alternativa alcanzable,4,2,SLEP,484,502,493.0,4,Publico
18541713,2,2,2,749.3,299.4,True,Con alternativa alcanzable,1,1,Part. Subvencionado,557,779,668.0,99,Otro
18542195,2,2,2,484.5,81.30000000000001,True,Con alternativa alcanzable,3,2,Corp. Adm. Delegada,525,486,505.5,4,Otro
18544340,18,18,18,702.7,293.2,True,Con alternativa alcanzable,2,2,Part. Pagado,674,807,740.5,99,Part. Pagado
18545721,5,0,0,471.0,-3.3999999999999773,False,"Con candidatos, sin alcanzar",6,2,Part. Subvencionado,477,516,496.5,6,Otro
18546598,18,18,18,721.1,296.50000000000006,True,Con alternativa alcanzable,3,1,Part. Pagado,823,682,752.5,10,Part. Pagado
18547401,1,0,0,891.1,-20.199999999999932,False,"Con candidatos, sin alcanzar",6,2,Part. Pagado,794,975,884.5,99,Part. Pagado
18547860,9,9,9,682.15,279.4,True,Con alternativa alcanzable,3,1,Municipal,725,648,686.5,10,Publico
18547944,1,0,0,875.5,-35.799999999999955,False,"Con candidatos, sin alcanzar",4,1,Part. Pagado,795,937,866.0,2,Part. Pagado
18548162,1,0,0,809.4,-101.89999999999998,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,730,861,795.5,1,Otro
18549163,53,39,40,534.6,166.90000000000003,True,Con alternativa alcanzable,5,3,Part. Subvencionado,410,526,468.0,99,Otro
18549914,1,0,0,727.1,-184.19999999999993,False,"Con candidatos, sin alcanzar",7,1,Part. Subvencionado,725,660,692.5,7,Otro
18550178,19,19,19,703.4,335.7,True,Con alternativa alcanzable,4,1,Part. Subvencionado,590,645,617.5,9,Otro
18550215,3,2,2,607.7,88.20000000000005,True,Con alternativa alcanzable,3,1,Part. Subvencionado,528,476,502.0,4,Otro
18550826,3,2,2,611.8,92.29999999999995,True,Con alternativa alcanzable,6,2,Part. Subvencionado,511,502,506.5,5,Otro
18552625,1,0,0,568.0,-343.29999999999995,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,567,587,577.0,1,Otro
18552696,29,12,12,533.15,117.69999999999999,True,Con alternativa alcanzable,8,8,SLEP,555,570,562.5,1,Publico
18554838,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,455,474,464.5,99,Publico
18556519,1,0,0,502.6,-408.69999999999993,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,500,553,526.5,7,Otro
18557573,23,20,20,668.4,242.65000000000003,True,Con alternativa alcanzable,5,3,Part. Pagado,650,793,721.5,99,Part. Pagado
18559606,28,28,28,601.6,171.40000000000003,True,Con alternativa alcanzable,3,1,Municipal,674,672,673.0,7,Publico
18559647,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,785,723,754.0,99,Part. Pagado
18561204,34,26,26,702.1,341.20000000000005,True,Con alternativa alcanzable,8,6,Part. Subvencionado,492,516,504.0,99,Otro
18563262,0,0,0,,,False,Sin candidatos evaluables,4,4,Part. Pagado,540,738,639.0,99,Part. Pagado
18564067,1,0,0,810.0,-101.29999999999995,False,"Con candidatos, sin alcanzar",6,1,Part. Subvencionado,770,807,788.5,99,Otro
18564176,54,52,52,656.5,288.8,True,Con alternativa alcanzable,7,5,Municipal,607,516,561.5,8,Publico
18564418,8,6,6,576.0,184.70000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,576,618,597.0,5,Otro
18565752,8,3,3,483.3,79.20000000000005,True,Con alternativa alcanzable,4,4,Part. Subvencionado,410,526,468.0,99,Otro
18565798,19,18,18,837.7,456.00000000000006,True,Con alternativa alcanzable,10,4,Part. Subvencionado,770,723,746.5,99,Otro
18566043,18,17,17,659.8,249.69999999999993,True,Con alternativa alcanzable,1,1,Part. Subvencionado,492,412,452.0,2,Otro
18566079,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,576,699,637.5,10,Otro
18566823,6,5,5,845.3,304.4,True,Con alternativa alcanzable,5,2,Municipal,682,738,710.0,99,Publico
18568017,23,16,16,504.9,117.10000000000002,True,Con alternativa alcanzable,5,2,Part. Subvencionado,492,516,504.0,5,Otro
18569064,1,0,0,527.4,-3.5,False,"Con candidatos, sin alcanzar",3,3,SLEP,484,553,518.5,9,Publico
18569306,40,20,20,526.2,111.35000000000002,True,Con alternativa alcanzable,6,6,Part. Subvencionado,555,579,567.0,99,Otro
18572961,11,9,9,638.1,240.70000000000005,True,Con alternativa alcanzable,7,4,SLEP,350,579,464.5,7,Publico
18573085,14,9,9,668.8,286.0,True,Con alternativa alcanzable,17,7,Corp. Municipal,761,596,678.5,2,Publico
18574212,1,0,0,750.3,-161.0,False,"Con candidatos, sin alcanzar",11,3,Part. Subvencionado,756,767,761.5,5,Otro
18576319,4,4,4,753.9,282.25,True,Con alternativa alcanzable,4,2,Part. Subvencionado,619,690,654.5,99,Otro
18578627,0,0,0,,,False,Sin candidatos evaluables,3,3,Part. Subvencionado,540,793,666.5,3,Otro
18584395,7,6,6,722.1,285.40000000000003,True,Con alternativa alcanzable,11,5,Municipal,619,618,618.5,99,Publico
18584772,1,0,0,829.9,-81.39999999999998,False,"Con candidatos, sin alcanzar",9,3,Part. Pagado,916,753,834.5,10,Part. Pagado
18585485,44,31,31,530.0,136.60000000000002,True,Con alternativa alcanzable,6,5,Part. Subvencionado,540,412,476.0,99,Otro
18587191,80,63,63,645.2,270.50000000000006,True,Con alternativa alcanzable,7,7,Municipal,471,510,490.5,99,Publico
18587281,3,2,2,598.5,148.60000000000002,True,Con alternativa alcanzable,5,5,Municipal,460,434,447.0,99,Publico
18588346,8,1,1,490.65,11.199999999999989,True,Con alternativa alcanzable,3,3,SLEP,576,495,535.5,3,Publico
18592084,11,11,11,693.9,296.5,True,Con alternativa alcanzable,5,3,Part. Subvencionado,590,553,571.5,1,Otro
18593183,38,32,32,614.5,259.9,True,Con alternativa alcanzable,15,7,SLEP,484,460,472.0,1,Publico
18594068,1,1,1,941.8,30.5,True,Con alternativa alcanzable,3,1,Municipal,896,992,944.0,4,Publico
18596881,7,6,6,750.7,297.4,True,Con alternativa alcanzable,4,4,Municipal,660,661,660.5,4,Publico
18598776,1,0,0,720.7,-190.5999999999999,False,"Con candidatos, sin alcanzar",5,1,SLEP,619,753,686.0,7,Publico
18600137,1,0,0,863.2,-48.09999999999991,False,"Con candidatos, sin alcanzar",3,2,Part. Pagado,724,938,831.0,10,Part. Pagado
18602068,1,1,1,546.3,31.699999999999932,True,Con alternativa alcanzable,2,1,Municipal,410,526,468.0,1,Publico
18602945,3,0,0,505.2,-14.300000000000011,False,"Con candidatos, sin alcanzar",2,2,Part. Subvencionado,455,508,481.5,8,Otro
18603274,2,2,2,582.25,75.19999999999999,True,Con alternativa alcanzable,2,2,Part. Subvencionado,583,495,539.0,3,Otro
18604405,37,37,37,789.8,352.84999999999997,True,Con alternativa alcanzable,8,7,SLEP,795,610,702.5,99,Publico
18604943,1,0,0,571.9,-339.4,False,"Con candidatos, sin alcanzar",8,2,Part. Pagado,410,579,494.5,10,Part. Pagado
18605625,20,16,16,666.9,285.2,True,Con alternativa alcanzable,11,6,Part. Subvencionado,380,476,428.0,7,Otro
18607420,28,28,28,730.7,344.1,True,Con alternativa alcanzable,8,3,Part. Pagado,690,738,714.0,99,Part. Pagado
18607540,3,2,2,550.45,118.00000000000006,True,Con alternativa alcanzable,1,1,SLEP,455,526,490.5,7,Publico
18609435,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,597,539,568.0,99,Publico
18609778,21,8,8,566.4,191.7,True,Con alternativa alcanzable,4,2,Part. Subvencionado,410,529,469.5,8,Otro
18610103,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,761,915,838.0,99,Publico
18610227,74,70,70,680.2,312.50000000000006,True,Con alternativa alcanzable,4,4,Part. Subvencionado,486,503,494.5,7,Otro
18610318,1,0,0,755.9,-155.39999999999998,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,710,767,738.5,2,Otro
18611019,57,51,51,622.5,240.8,True,Con alternativa alcanzable,5,4,Part. Subvencionado,430,529,479.5,99,Otro
18613642,4,4,4,636.2,211.40000000000003,True,Con alternativa alcanzable,4,2,Part. Subvencionado,583,672,627.5,4,Otro
18614284,1,0,0,857.5,-53.799999999999955,False,"Con candidatos, sin alcanzar",18,1,Part. Subvencionado,680,1000,840.0,6,Otro
18616983,28,28,28,713.9,327.29999999999995,True,Con alternativa alcanzable,1,1,SLEP,576,486,531.0,8,Publico
18618457,1,0,0,710.7,-200.5999999999999,False,"Con candidatos, sin alcanzar",11,3,Part. Subvencionado,794,631,712.5,1,Otro
18618583,9,6,6,693.8,330.9,True,Con alternativa alcanzable,13,3,Municipal,647,648,647.5,99,Publico
18619213,1,0,0,654.7,-256.5999999999999,False,"Con candidatos, sin alcanzar",8,2,Part. Subvencionado,674,587,630.5,99,Otro
18621683,28,28,28,760.4,373.79999999999995,True,Con alternativa alcanzable,2,1,Part. Subvencionado,511,502,506.5,1,Otro
18622239,5,2,2,560.8,122.30000000000007,True,Con alternativa alcanzable,2,2,Municipal,500,553,526.5,2,Publico
18622483,3,1,1,538.7,19.200000000000045,True,Con alternativa alcanzable,7,2,SLEP,477,526,501.5,1,Publico
18623309,1,0,0,664.7,-246.5999999999999,False,"Con candidatos, sin alcanzar",20,4,Part. Subvencionado,710,621,665.5,99,Otro
18624457,11,10,10,625.5,270.9,True,Con alternativa alcanzable,2,2,Municipal,597,579,588.0,99,Publico
18624497,28,28,28,595.5,208.89999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,569,502,535.5,9,Otro
18624897,15,14,14,695.9,298.5,True,Con alternativa alcanzable,9,4,Part. Subvencionado,555,460,507.5,5,Otro
18625183,21,8,8,575.7,201.00000000000006,True,Con alternativa alcanzable,3,1,SLEP,492,432,462.0,99,Publico
18626734,29,29,29,738.7,364.00000000000006,True,Con alternativa alcanzable,3,2,SLEP,674,595,634.5,99,Publico
18629212,60,52,52,532.9,158.80000000000007,True,Con alternativa alcanzable,8,8,Part. Subvencionado,477,579,528.0,2,Otro
18629370,5,5,5,601.35,137.85000000000002,True,Con alternativa alcanzable,9,9,Part. Subvencionado,540,645,592.5,4,Otro
18629863,5,4,4,558.4,126.29999999999995,True,Con alternativa alcanzable,6,6,Corp. Adm. Delegada,387,516,451.5,2,Otro
18630236,17,14,14,534.9,96.70000000000005,True,Con alternativa alcanzable,11,11,Part. Pagado,500,567,533.5,9,Part. Pagado
18630284,21,17,17,615.3,165.90000000000003,True,Con alternativa alcanzable,7,7,Part. Subvencionado,467,486,476.5,99,Otro
18631274,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,455,539,497.0,9,Otro
18632998,37,36,36,627.6,241.0,True,Con alternativa alcanzable,6,3,Part. Subvencionado,540,690,615.0,99,Otro
18634251,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,567,502,534.5,99,Otro
18634593,26,17,17,549.9,169.79999999999995,True,Con alternativa alcanzable,5,5,Part. Subvencionado,477,486,481.5,5,Otro
18635136,28,28,28,781.1,394.5,True,Con alternativa alcanzable,2,2,Part. Subvencionado,674,672,673.0,9,Otro
18635929,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,583,460,521.5,99,Otro
18636427,55,39,39,533.6,153.5,True,Con alternativa alcanzable,12,8,SLEP,424,474,449.0,99,Publico
18638281,19,18,18,608.5,240.8,True,Con alternativa alcanzable,1,1,Corp. Municipal,590,567,578.5,6,Publico
18639040,16,16,16,746.1,350.90000000000003,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,540,579,559.5,99,Otro
18639712,28,28,28,885.0,498.4,True,Con alternativa alcanzable,1,1,Part. Pagado,790,965,877.5,3,Part. Pagado
18640818,8,6,6,611.6,248.70000000000005,True,Con alternativa alcanzable,3,2,SLEP,619,579,599.0,99,Publico
18641183,0,0,0,,,False,Sin candidatos evaluables,6,6,Part. Pagado,682,645,663.5,8,Part. Pagado
18641224,1,0,0,854.5,-56.799999999999955,False,"Con candidatos, sin alcanzar",12,3,Part. Pagado,823,861,842.0,10,Part. Pagado
