MRUN,n_oportunidades,n_supera,n_supera_con_empate,mejor_puntaje,mejor_margen,tiene_alternativa,estado3,n_preferencias,n_carreras_distintas,DEP_NOMBRE,CLEC_MAX,MATE1_MAX,ptje_obligatorias,decil,grupo_hipotesis
4571,4,3,3,755.3,315.5,True,Con alternativa alcanzable,3,3,Part. Subvencionado,682,699,690.5,2,Otro
4667,1,1,1,849.1,416.5,True,Con alternativa alcanzable,3,3,Part. Subvencionado,794,807,800.5,4,Otro
5456,32,32,32,807.2,427.1,True,Con alternativa alcanzable,5,4,Municipal,590,631,610.5,6,Publico
7387,23,20,20,656.1,288.40000000000003,True,Con alternativa alcanzable,6,5,Corp. Municipal,555,502,528.5,1,Publico
7430,3,2,2,509.1,44.60000000000002,True,Con alternativa alcanzable,1,1,Part. Subvencionado,576,579,577.5,1,Otro
7444,11,11,11,621.4,195.10000000000002,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,577,610,593.5,99,Otro
7752,16,16,16,706.1,310.90000000000003,True,Con alternativa alcanzable,2,1,SLEP,528,509,518.5,1,Publico
8680,19,19,19,648.6,280.2,True,Con alternativa alcanzable,5,2,Part. Pagado,687,589,638.0,99,Part. Pagado
9157,55,49,49,660.6,282.5,True,Con alternativa alcanzable,7,6,Part. Subvencionado,477,502,489.5,4,Otro
9518,43,39,39,616.2,263.70000000000005,True,Con alternativa alcanzable,5,4,Municipal,634,595,614.5,5,Publico
9998,124,82,82,549.0,174.3,True,Con alternativa alcanzable,20,17,Municipal,350,539,444.5,1,Publico
10222,1,0,0,784.8,-126.5,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,756,753,754.5,5,Otro
10461,4,4,4,617.4,218.89999999999998,True,Con alternativa alcanzable,4,3,Municipal,511,579,545.0,4,Publico
11367,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,597,486,541.5,3,Otro
11561,13,3,3,489.8,98.0,True,Con alternativa alcanzable,2,2,Municipal,316,403,359.5,3,Publico
12369,5,5,5,604.1,200.90000000000003,True,Con alternativa alcanzable,12,7,Part. Subvencionado,525,446,485.5,3,Otro
12371,18,16,16,652.5,272.4,True,Con alternativa alcanzable,2,1,Part. Subvencionado,576,508,542.0,3,Otro
12410,18,16,16,636.1,256.0,True,Con alternativa alcanzable,1,1,Part. Subvencionado,538,509,523.5,9,Otro
13159,7,5,5,637.8,201.49999999999994,True,Con alternativa alcanzable,3,2,Part. Subvencionado,597,508,552.5,3,Otro
13275,11,10,10,541.15,162.79999999999995,True,Con alternativa alcanzable,6,1,Part. Subvencionado,569,570,569.5,99,Otro
14392,51,36,36,557.9,177.79999999999995,True,Con alternativa alcanzable,15,12,Part. Subvencionado,316,486,401.0,99,Otro
14732,1,0,0,874.2,-37.09999999999991,False,"Con candidatos, sin alcanzar",2,2,Corp. Municipal,823,964,893.5,99,Publico
14995,17,13,13,588.1,129.90000000000003,True,Con alternativa alcanzable,20,18,Part. Subvencionado,660,792,726.0,99,Otro
16762,10,10,10,700.55,274.9,True,Con alternativa alcanzable,5,5,Part. Pagado,690,682,686.0,2,Part. Pagado
20781,1,0,0,819.0,-92.29999999999995,False,"Con candidatos, sin alcanzar",20,2,Corp. Adm. Delegada,799,805,802.0,3,Otro
21705,48,39,39,576.6,208.90000000000003,True,Con alternativa alcanzable,3,3,Municipal,479,462,470.5,99,Publico
22096,9,8,8,788.6,425.70000000000005,True,Con alternativa alcanzable,5,3,Part. Subvencionado,710,710,710.0,99,Otro
22814,5,5,5,896.8,397.4,True,Con alternativa alcanzable,1,1,Part. Subvencionado,823,880,851.5,4,Otro
22856,23,17,17,587.9,152.15000000000003,True,Con alternativa alcanzable,3,2,Municipal,597,690,643.5,1,Publico
24577,1,0,0,861.4,-49.89999999999998,False,"Con candidatos, sin alcanzar",9,2,Part. Subvencionado,785,937,861.0,6,Otro
25933,1,0,0,827.5,-83.79999999999995,False,"Con candidatos, sin alcanzar",7,3,Part. Pagado,794,824,809.0,9,Part. Pagado
27025,12,11,11,734.8,309.99999999999994,True,Con alternativa alcanzable,3,3,Corp. Municipal,415,529,472.0,99,Publico
27827,6,4,4,615.9,88.64999999999998,True,Con alternativa alcanzable,3,2,Part. Pagado,785,618,701.5,99,Part. Pagado
28993,1,0,0,819.5,-91.79999999999995,False,"Con candidatos, sin alcanzar",15,4,Part. Subvencionado,680,915,797.5,99,Otro
29343,19,0,0,430.7,-16.399999999999977,False,"Con candidatos, sin alcanzar",20,17,Part. Subvencionado,477,421,449.0,4,Otro
30183,22,15,15,527.2,159.50000000000006,True,Con alternativa alcanzable,5,5,Part. Subvencionado,511,486,498.5,6,Otro
31782,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,525,539,532.0,99,Otro
31818,57,49,49,714.8,340.09999999999997,True,Con alternativa alcanzable,3,3,Corp. Adm. Delegada,500,526,513.0,8,Otro
32531,11,10,10,579.6,225.0,True,Con alternativa alcanzable,5,2,Part. Subvencionado,540,460,500.0,8,Otro
35717,13,10,10,594.8,172.39999999999998,True,Con alternativa alcanzable,3,3,Part. Subvencionado,663,579,621.0,5,Otro
35825,24,10,10,601.5,226.8,True,Con alternativa alcanzable,3,3,Part. Subvencionado,477,508,492.5,8,Otro
35916,1,1,1,568.35,24.550000000000068,True,Con alternativa alcanzable,5,5,Municipal,583,631,607.0,7,Publico
36853,1,0,0,726.4,-184.89999999999998,False,"Con candidatos, sin alcanzar",8,2,Corp. Municipal,663,753,708.0,3,Publico
37015,43,4,4,415.6,47.900000000000034,True,Con alternativa alcanzable,7,4,Part. Subvencionado,424,421,422.5,5,Otro
37603,4,3,3,606.3,203.09999999999997,True,Con alternativa alcanzable,8,3,SLEP,397,474,435.5,4,Publico
38054,16,8,8,501.0,76.39999999999998,True,Con alternativa alcanzable,4,4,Part. Subvencionado,511,631,571.0,2,Otro
38140,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,690,618,654.0,10,Otro
40338,1,0,0,656.3,-255.0,False,"Con candidatos, sin alcanzar",11,2,Part. Pagado,607,631,619.0,6,Part. Pagado
43641,32,21,21,607.3,232.59999999999997,True,Con alternativa alcanzable,4,3,Municipal,500,567,533.5,6,Publico
44481,57,41,41,599.9,225.2,True,Con alternativa alcanzable,5,5,SLEP,455,421,438.0,7,Publico
44852,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,663,738,700.5,99,Otro
46347,27,22,22,785.4,410.7,True,Con alternativa alcanzable,7,6,Part. Subvencionado,540,508,524.0,10,Otro
47583,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,484,446,465.0,1,Otro
47924,18,15,15,565.6,183.90000000000003,True,Con alternativa alcanzable,1,1,Part. Subvencionado,619,516,567.5,99,Otro
48228,41,31,31,540.2,125.30000000000001,True,Con alternativa alcanzable,6,3,Part. Subvencionado,590,527,558.5,1,Otro
48398,46,31,31,656.6,281.90000000000003,True,Con alternativa alcanzable,6,6,Part. Subvencionado,455,516,485.5,99,Otro
50466,0,0,0,,,False,Sin candidatos evaluables,3,3,Part. Subvencionado,761,779,770.0,99,Otro
50968,1,0,0,652.0,-259.29999999999995,False,"Con candidatos, sin alcanzar",20,4,Part. Subvencionado,567,609,588.0,99,Otro
52990,11,10,10,648.5,293.9,True,Con alternativa alcanzable,5,1,SLEP,486,476,481.0,99,Publico
53450,1,0,0,698.2,-213.0999999999999,False,"Con candidatos, sin alcanzar",6,1,Municipal,634,690,662.0,99,Publico
55042,1,0,0,869.8,-41.5,False,"Con candidatos, sin alcanzar",7,1,Part. Subvencionado,682,1000,841.0,8,Otro
55572,1,0,0,900.9,-10.399999999999977,False,"Con candidatos, sin alcanzar",9,2,Part. Pagado,808,975,891.5,10,Part. Pagado
56631,27,24,24,567.2,199.50000000000006,True,Con alternativa alcanzable,3,3,Municipal,576,526,551.0,5,Publico
56675,183,181,181,764.9,410.29999999999995,True,Con alternativa alcanzable,20,16,SLEP,674,595,634.5,8,Publico
57908,3,0,0,406.0,-113.80000000000001,False,"Con candidatos, sin alcanzar",1,1,Corp. Municipal,333,495,414.0,99,Publico
57945,10,7,7,659.4,258.0,True,Con alternativa alcanzable,2,2,Municipal,596,529,562.5,99,Publico
58182,59,42,42,509.9,142.2,True,Con alternativa alcanzable,6,4,Part. Subvencionado,477,526,501.5,7,Otro
60757,1,0,0,873.7,-37.59999999999991,False,"Con candidatos, sin alcanzar",3,1,Part. Pagado,841,900,870.5,8,Part. Pagado
61010,10,8,8,647.2,245.80000000000007,True,Con alternativa alcanzable,2,2,Part. Subvencionado,650,516,583.0,7,Otro
63043,10,7,7,492.0,84.69999999999999,True,Con alternativa alcanzable,3,3,SLEP,502,474,488.0,4,Publico
63957,23,21,21,645.1,236.8,True,Con alternativa alcanzable,6,3,Part. Pagado,555,738,646.5,99,Part. Pagado
65909,4,3,3,609.15,167.75,True,Con alternativa alcanzable,3,3,Part. Subvencionado,583,780,681.5,2,Otro
66198,35,18,18,581.0,206.3,True,Con alternativa alcanzable,9,8,SLEP,397,495,446.0,7,Publico
68807,58,37,37,538.3,170.59999999999997,True,Con alternativa alcanzable,3,3,Municipal,477,502,489.5,2,Publico
72001,3,2,2,490.3,15.5,True,Con alternativa alcanzable,2,2,Part. Subvencionado,467,502,484.5,4,Otro
72456,0,0,0,,,False,Sin candidatos evaluables,3,2,Corp. Municipal,525,539,532.0,99,Publico
72607,1,0,0,629.0,-282.29999999999995,False,"Con candidatos, sin alcanzar",2,1,Part. Subvencionado,663,579,621.0,7,Otro
72851,28,28,28,782.5,395.9,True,Con alternativa alcanzable,5,3,Part. Pagado,690,660,675.0,10,Part. Pagado
73969,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,682,753,717.5,99,Part. Pagado
74321,1,0,0,866.0,-45.299999999999955,False,"Con candidatos, sin alcanzar",5,1,Part. Pagado,823,900,861.5,99,Part. Pagado
75216,5,4,4,828.2,283.85,True,Con alternativa alcanzable,3,1,Corp. Municipal,699,710,704.5,7,Publico
75586,21,7,7,491.7,83.30000000000001,True,Con alternativa alcanzable,2,1,Part. Subvencionado,543,487,515.0,6,Otro
76443,3,1,1,521.2,1.7000000000000455,True,Con alternativa alcanzable,3,2,Part. Subvencionado,455,486,470.5,6,Otro
76499,88,64,64,646.0,291.4,True,Con alternativa alcanzable,16,13,Part. Subvencionado,525,365,445.0,1,Otro
78426,32,18,18,568.2,213.60000000000002,True,Con alternativa alcanzable,2,2,Part. Subvencionado,455,516,485.5,2,Otro
79696,6,6,6,653.1,215.3,True,Con alternativa alcanzable,2,2,Part. Subvencionado,650,699,674.5,3,Otro
81686,49,44,44,631.1,249.40000000000003,True,Con alternativa alcanzable,6,5,Part. Subvencionado,525,495,510.0,7,Otro
82072,13,12,12,570.85,203.5,True,Con alternativa alcanzable,5,4,Part. Subvencionado,540,645,592.5,6,Otro
84097,35,20,20,594.1,239.5,True,Con alternativa alcanzable,9,4,Part. Pagado,525,474,499.5,3,Part. Pagado
86593,27,20,20,579.0,195.2,True,Con alternativa alcanzable,7,6,Part. Subvencionado,583,595,589.0,7,Otro
87007,18,12,12,521.7,140.00000000000006,True,Con alternativa alcanzable,1,1,Part. Subvencionado,511,486,498.5,5,Otro
89951,5,5,5,732.9,334.4,True,Con alternativa alcanzable,12,12,Part. Subvencionado,619,618,618.5,99,Otro
90419,31,30,30,775.7,390.79999999999995,True,Con alternativa alcanzable,5,3,SLEP,477,432,454.5,10,Publico
93610,1,0,0,778.1,-133.19999999999993,False,"Con candidatos, sin alcanzar",20,3,Part. Subvencionado,663,900,781.5,10,Otro
93650,0,0,0,,,False,Sin candidatos evaluables,4,4,Part. Subvencionado,725,861,793.0,99,Otro
94409,29,27,27,656.4,276.29999999999995,True,Con alternativa alcanzable,14,10,Part. Pagado,634,672,653.0,10,Part. Pagado
94785,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,576,502,539.0,4,Publico
95211,6,6,6,571.8,112.29999999999995,True,Con alternativa alcanzable,11,11,Municipal,492,595,543.5,7,Publico
96323,11,11,11,670.4,315.79999999999995,True,Con alternativa alcanzable,2,1,Municipal,619,587,603.0,5,Publico
96678,9,1,1,526.7,83.40000000000003,True,Con alternativa alcanzable,2,2,Part. Subvencionado,460,496,478.0,99,Otro
96679,1,0,0,819.8,-91.5,False,"Con candidatos, sin alcanzar",6,2,Part. Pagado,858,805,831.5,99,Part. Pagado
97650,2,2,2,581.6,149.5,True,Con alternativa alcanzable,4,3,Part. Subvencionado,484,579,531.5,9,Otro
99211,5,3,3,595.8,105.80000000000007,True,Con alternativa alcanzable,5,3,SLEP,555,601,578.0,99,Publico
100435,69,51,51,643.1,279.20000000000005,True,Con alternativa alcanzable,13,8,SLEP,455,434,444.5,1,Publico
102477,110,72,72,522.9,148.50000000000006,True,Con alternativa alcanzable,20,12,Part. Subvencionado,569,476,522.5,99,Otro
103199,1,1,1,572.8,68.29999999999995,True,Con alternativa alcanzable,3,3,SLEP,634,660,647.0,2,Publico
103746,0,0,0,,,False,Sin candidatos evaluables,5,5,Part. Subvencionado,699,699,699.0,5,Otro
105418,3,0,0,463.05,-60.69999999999999,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,477,508,492.5,2,Otro
105845,21,9,9,642.2,267.50000000000006,True,Con alternativa alcanzable,7,1,Part. Subvencionado,397,486,441.5,1,Otro
109860,1,1,1,912.6,1.3000000000000682,True,Con alternativa alcanzable,8,1,Part. Pagado,896,923,909.5,99,Part. Pagado
110587,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,607,618,612.5,2,Otro
112959,62,43,43,670.6,307.70000000000005,True,Con alternativa alcanzable,8,6,Part. Subvencionado,525,460,492.5,3,Otro
115086,2,0,0,454.8,-10.899999999999977,False,"Con candidatos, sin alcanzar",2,2,Part. Subvencionado,410,516,463.0,8,Otro
116245,5,4,4,813.7,259.70000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,660,662,661.0,99,Otro
116436,1,0,0,643.2,-268.0999999999999,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,555,682,618.5,7,Otro
118850,1,0,0,895.1,-16.199999999999932,False,"Con candidatos, sin alcanzar",8,2,Part. Pagado,823,975,899.0,10,Part. Pagado
118853,2,2,2,607.3,72.79999999999995,True,Con alternativa alcanzable,3,1,Part. Subvencionado,477,446,461.5,4,Otro
120580,11,10,10,567.6,213.0,True,Con alternativa alcanzable,7,2,Corp. Adm. Delegada,479,508,493.5,4,Otro
120619,8,7,7,605.0,160.39999999999998,True,Con alternativa alcanzable,8,7,Municipal,410,446,428.0,99,Publico
120894,19,10,10,486.5,104.80000000000001,True,Con alternativa alcanzable,2,2,SLEP,455,553,504.0,6,Publico
121561,1,0,0,848.1,-63.19999999999993,False,"Con candidatos, sin alcanzar",8,2,Part. Subvencionado,756,923,839.5,5,Otro
123792,1,0,0,676.8,-234.5,False,"Con candidatos, sin alcanzar",14,2,Corp. Municipal,674,618,646.0,99,Publico
124086,38,25,25,532.5,179.39999999999998,True,Con alternativa alcanzable,11,6,Corp. Adm. Delegada,471,486,478.5,3,Otro
125836,0,0,0,,,False,Sin candidatos evaluables,5,5,Municipal,555,595,575.0,7,Publico
126073,11,10,10,586.0,231.39999999999998,True,Con alternativa alcanzable,2,1,Part. Subvencionado,467,539,503.0,1,Otro
126166,8,5,5,617.85,162.29999999999995,True,Con alternativa alcanzable,5,3,Part. Subvencionado,682,587,634.5,2,Otro
126664,44,17,17,485.25,98.5,True,Con alternativa alcanzable,5,3,SLEP,455,539,497.0,1,Publico
128856,2,2,2,676.8,169.74999999999994,True,Con alternativa alcanzable,2,2,Part. Subvencionado,424,516,470.0,99,Otro
131958,19,17,17,724.7,357.00000000000006,True,Con alternativa alcanzable,1,1,SLEP,511,526,518.5,9,Publico
132568,24,10,10,540.4,165.7,True,Con alternativa alcanzable,7,2,SLEP,500,460,480.0,99,Publico
132610,26,21,21,566.5,156.5,True,Con alternativa alcanzable,19,16,Part. Subvencionado,467,446,456.5,99,Otro
133725,18,13,13,535.7,143.90000000000003,True,Con alternativa alcanzable,5,5,Part. Subvencionado,492,446,469.0,1,Otro
133731,1,0,0,570.7,-340.5999999999999,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,576,539,557.5,7,Otro
135051,1,0,0,527.85,-34.44999999999993,False,"Con candidatos, sin alcanzar",1,1,Part. Pagado,424,403,413.5,6,Part. Pagado
135483,1,0,0,904.7,-6.599999999999909,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,808,975,891.5,99,Otro
136083,1,0,0,839.2,-72.09999999999991,False,"Con candidatos, sin alcanzar",2,1,Part. Pagado,746,992,869.0,99,Part. Pagado
136731,2,2,2,619.8,184.10000000000002,True,Con alternativa alcanzable,3,3,Part. Subvencionado,693,542,617.5,4,Otro
137184,25,12,12,659.3,284.59999999999997,True,Con alternativa alcanzable,7,7,SLEP,364,412,388.0,99,Publico
138099,0,0,0,,,False,Sin candidatos evaluables,9,6,Municipal,492,587,539.5,6,Publico
138675,1,1,1,594.0,49.10000000000002,True,Con alternativa alcanzable,1,1,Part. Subvencionado,528,526,527.0,4,Otro
139215,11,10,10,548.2,193.60000000000002,True,Con alternativa alcanzable,6,1,Part. Subvencionado,590,495,542.5,3,Otro
140294,3,3,3,549.5,34.89999999999998,True,Con alternativa alcanzable,2,2,Part. Subvencionado,484,495,489.5,9,Otro
140504,9,9,9,689.9,261.0,True,Con alternativa alcanzable,8,5,Corp. Adm. Delegada,607,780,693.5,4,Otro
141302,39,20,20,534.1,159.40000000000003,True,Con alternativa alcanzable,3,2,Part. Subvencionado,440,474,457.0,99,Otro
142852,2,2,2,530.7,104.39999999999998,True,Con alternativa alcanzable,4,4,SLEP,455,553,504.0,3,Publico
143132,38,38,38,706.3,338.59999999999997,True,Con alternativa alcanzable,5,5,Part. Subvencionado,577,738,657.5,99,Otro
144502,6,4,4,839.0,309.0,True,Con alternativa alcanzable,4,2,Part. Subvencionado,770,723,746.5,99,Otro
144736,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,455,587,521.0,1,Otro
144971,1,1,1,496.9,112.29999999999995,True,Con alternativa alcanzable,2,2,Part. Subvencionado,467,526,496.5,99,Otro
146414,3,2,2,610.8,91.29999999999995,True,Con alternativa alcanzable,4,1,Part. Subvencionado,597,502,549.5,2,Otro
146442,8,6,6,617.8,248.10000000000002,True,Con alternativa alcanzable,3,2,Part. Subvencionado,690,554,622.0,8,Otro
148146,5,4,4,491.7,105.80000000000001,True,Con alternativa alcanzable,14,8,Part. Subvencionado,477,601,539.0,7,Otro
150083,24,21,21,582.7,204.60000000000002,True,Con alternativa alcanzable,2,2,Corp. Municipal,500,526,513.0,2,Publico
151447,1,0,0,808.9,-102.39999999999998,False,"Con candidatos, sin alcanzar",19,3,Part. Subvencionado,790,798,794.0,3,Otro
152689,22,21,21,658.8,248.69999999999993,True,Con alternativa alcanzable,4,4,Municipal,500,553,526.5,99,Publico
154450,17,8,8,469.6,30.5,True,Con alternativa alcanzable,10,7,Part. Subvencionado,424,502,463.0,3,Otro
157116,11,9,9,560.65,135.0,True,Con alternativa alcanzable,5,5,Part. Subvencionado,477,486,481.5,99,Otro
157276,11,10,10,477.65,122.0,True,Con alternativa alcanzable,2,1,Corp. Municipal,511,412,461.5,1,Publico
157579,8,0,0,363.1,-97.30000000000001,False,"Con candidatos, sin alcanzar",10,10,Part. Subvencionado,479,391,435.0,99,Otro
158428,8,6,6,644.6,189.8,True,Con alternativa alcanzable,6,3,Part. Subvencionado,500,393,446.5,2,Otro
158794,7,3,3,531.2,94.90000000000003,True,Con alternativa alcanzable,4,2,Corp. Municipal,567,432,499.5,8,Publico
158886,42,41,41,709.8,329.69999999999993,True,Con alternativa alcanzable,8,4,Corp. Municipal,589,610,599.5,7,Publico
159157,19,5,5,494.2,45.099999999999966,True,Con alternativa alcanzable,1,1,Part. Subvencionado,577,487,532.0,99,Otro
159732,26,26,26,728.9,341.09999999999997,True,Con alternativa alcanzable,5,4,Corp. Municipal,794,672,733.0,99,Publico
159981,47,47,47,750.7,342.8,True,Con alternativa alcanzable,7,7,Part. Subvencionado,690,861,775.5,10,Otro
161285,5,2,2,494.2,29.69999999999999,True,Con alternativa alcanzable,3,3,Part. Subvencionado,492,579,535.5,8,Otro
162835,1,0,0,651.7,-259.5999999999999,False,"Con candidatos, sin alcanzar",4,3,Municipal,770,609,689.5,1,Publico
164073,55,14,14,481.2,54.05000000000001,True,Con alternativa alcanzable,6,6,SLEP,511,502,506.5,99,Publico
164890,56,40,40,643.7,280.80000000000007,True,Con alternativa alcanzable,9,8,Part. Subvencionado,511,510,510.5,99,Otro
164983,50,33,33,584.6,209.90000000000003,True,Con alternativa alcanzable,12,7,SLEP,477,432,454.5,99,Publico
166109,1,0,0,708.7,-202.5999999999999,False,"Con candidatos, sin alcanzar",6,1,SLEP,617,793,705.0,99,Publico
167899,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,682,660,671.0,5,Otro
168080,11,8,8,510.4,99.14999999999998,True,Con alternativa alcanzable,8,1,Municipal,634,502,568.0,7,Publico
168240,30,28,28,760.0,385.3,True,Con alternativa alcanzable,6,6,Part. Subvencionado,682,526,604.0,99,Otro
169703,1,0,0,716.3,-195.0,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,589,738,663.5,99,Otro
170081,0,0,0,,,False,Sin candidatos evaluables,8,8,Part. Subvencionado,619,495,557.0,8,Otro
170816,7,6,6,580.0,147.89999999999998,True,Con alternativa alcanzable,4,3,Part. Subvencionado,528,434,481.0,99,Otro
171370,32,24,24,629.0,254.3,True,Con alternativa alcanzable,7,3,Part. Subvencionado,540,601,570.5,1,Otro
172602,1,0,0,708.7,-202.5999999999999,False,"Con candidatos, sin alcanzar",1,1,Part. Pagado,732,682,707.0,99,Part. Pagado
174239,2,2,2,792.6,391.40000000000003,True,Con alternativa alcanzable,1,1,Part. Pagado,746,915,830.5,99,Part. Pagado
174968,18,9,9,482.45,90.5,True,Con alternativa alcanzable,2,1,Corp. Municipal,479,510,494.5,99,Publico
177071,61,58,58,656.6,288.90000000000003,True,Con alternativa alcanzable,7,7,Part. Subvencionado,607,618,612.5,3,Otro
178568,5,4,4,819.8,328.45000000000005,True,Con alternativa alcanzable,5,4,Part. Subvencionado,794,923,858.5,9,Otro
179756,18,17,17,644.0,241.40000000000003,True,Con alternativa alcanzable,4,4,Part. Subvencionado,597,723,660.0,2,Otro
182473,25,16,16,697.9,323.2,True,Con alternativa alcanzable,10,4,Part. Subvencionado,511,516,513.5,1,Otro
182762,22,19,19,770.3,395.59999999999997,True,Con alternativa alcanzable,6,2,Corp. Municipal,590,579,584.5,99,Publico
183249,79,63,63,576.1,201.40000000000003,True,Con alternativa alcanzable,4,4,Part. Subvencionado,597,553,575.0,2,Otro
184420,2,2,2,701.8,298.59999999999997,True,Con alternativa alcanzable,4,3,Part. Subvencionado,583,432,507.5,3,Otro
185600,2,2,2,722.65,276.2,True,Con alternativa alcanzable,2,1,Part. Subvencionado,690,723,706.5,2,Otro
187911,3,3,3,554.4,19.899999999999977,True,Con alternativa alcanzable,2,2,SLEP,467,486,476.5,99,Publico
188366,28,28,28,607.5,220.89999999999998,True,Con alternativa alcanzable,7,3,Part. Subvencionado,607,508,557.5,99,Otro
191205,28,28,28,733.8,288.79999999999995,True,Con alternativa alcanzable,8,4,Part. Subvencionado,795,738,766.5,99,Otro
191244,1,0,0,722.1,-189.19999999999993,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,674,710,692.0,1,Otro
191592,1,0,0,877.7,-33.59999999999991,False,"Con candidatos, sin alcanzar",4,1,Part. Subvencionado,782,965,873.5,3,Otro
192560,0,0,0,,,False,Sin candidatos evaluables,2,2,Corp. Municipal,455,495,475.0,1,Publico
193320,24,16,16,670.7,296.00000000000006,True,Con alternativa alcanzable,3,2,Part. Subvencionado,502,557,529.5,7,Otro
194476,1,0,0,711.5,-199.79999999999995,False,"Con candidatos, sin alcanzar",6,1,Part. Subvencionado,682,710,696.0,7,Otro
196914,5,3,3,631.3,131.39999999999998,True,Con alternativa alcanzable,6,3,Part. Subvencionado,590,595,592.5,5,Otro
196992,3,3,3,539.8,25.199999999999932,True,Con alternativa alcanzable,3,2,Part. Subvencionado,511,486,498.5,7,Otro
197749,28,28,28,608.6,222.0,True,Con alternativa alcanzable,6,3,SLEP,467,526,496.5,8,Publico
199730,52,35,35,494.9,123.5,True,Con alternativa alcanzable,12,4,Municipal,491,489,490.0,99,Publico
202784,35,21,21,512.6,118.90000000000003,True,Con alternativa alcanzable,7,5,Part. Subvencionado,387,579,483.0,2,Otro
203243,6,3,3,630.1,153.30000000000007,True,Con alternativa alcanzable,5,3,Part. Subvencionado,699,609,654.0,1,Otro
203811,41,26,26,551.2,145.90000000000003,True,Con alternativa alcanzable,14,9,Part. Subvencionado,674,495,584.5,8,Otro
204023,13,12,12,619.8,227.99999999999994,True,Con alternativa alcanzable,2,2,Part. Subvencionado,455,474,464.5,99,Otro
205076,0,0,0,,,False,Sin candidatos evaluables,3,2,Municipal,555,587,571.0,6,Publico
205224,0,0,0,,,False,Sin candidatos evaluables,2,2,,756,861,808.5,7,Otro
206574,25,11,11,632.2,257.50000000000006,True,Con alternativa alcanzable,5,3,Part. Subvencionado,511,495,503.0,3,Otro
207105,0,0,0,,,False,Sin candidatos evaluables,2,2,Part. Subvencionado,430,570,500.0,99,Otro
208663,11,11,11,687.9,240.70000000000005,True,Con alternativa alcanzable,6,5,Part. Subvencionado,597,793,695.0,3,Otro
209895,4,4,4,601.8,203.29999999999995,True,Con alternativa alcanzable,3,3,Corp. Adm. Delegada,484,553,518.5,99,Otro
211332,12,11,11,712.6,315.20000000000005,True,Con alternativa alcanzable,4,3,Corp. Adm. Delegada,591,806,698.5,2,Otro
212990,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,597,660,628.5,3,Otro
217231,1,0,0,847.7,-63.59999999999991,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,808,842,825.0,99,Otro
217232,0,0,0,,,False,Sin candidatos evaluables,3,3,Part. Subvencionado,484,567,525.5,9,Otro
217358,2,1,1,665.3,152.29999999999995,True,Con alternativa alcanzable,6,3,Part. Subvencionado,576,609,592.5,9,Otro
219194,25,17,17,523.3,170.79999999999995,True,Con alternativa alcanzable,10,8,Part. Subvencionado,514,510,512.0,99,Otro
219970,19,18,18,654.1,240.20000000000005,True,Con alternativa alcanzable,9,8,Part. Subvencionado,583,672,627.5,4,Otro
220459,11,11,11,654.4,257.0,True,Con alternativa alcanzable,4,2,Part. Subvencionado,607,567,587.0,2,Otro
220883,8,7,7,680.7,283.30000000000007,True,Con alternativa alcanzable,3,3,Municipal,477,432,454.5,1,Publico
222497,1,0,0,865.4,-45.89999999999998,False,"Con candidatos, sin alcanzar",5,1,Part. Subvencionado,794,937,865.5,5,Otro
227268,6,6,6,619.3,107.99999999999994,True,Con alternativa alcanzable,1,1,Municipal,500,460,480.0,4,Publico
227283,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,652,660,656.0,6,Otro
228216,3,0,0,457.45,-62.69999999999999,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,511,432,471.5,2,Otro
228247,18,16,16,636.1,254.40000000000003,True,Con alternativa alcanzable,1,1,Municipal,555,527,541.0,1,Publico
228536,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,460,496,478.0,99,Publico
229039,1,0,0,644.9,-266.4,False,"Con candidatos, sin alcanzar",3,2,Corp. Municipal,674,570,622.0,8,Publico
